--- SUPER REALISTIC AUDIT ---
2026-01-13 13:30:00+00:00 | EUR_USD | SHORT | Raw:-1000.00 | Real:-1301.20 | SL
2026-01-22 02:30:00+00:00 | USD_JPY | LONG | Raw:-1116.67 | Real:-27503.49 | SL
2026-01-22 03:55:00+00:00 | USD_JPY | LONG | Raw:-1105.50 | Real:-27228.46 | SL
2026-01-23 14:00:00+00:00 | USD_JPY | LONG | Raw:-1094.44 | Real:-26956.17 | SL
2026-01-23 16:25:00+00:00 | USD_JPY | SHORT | Raw:-1083.50 | Real:-26686.61 | SL
2026-01-23 16:35:00+00:00 | USD_JPY | SHORT | Raw:-1072.67 | Real:-26419.75 | SL
2026-01-23 17:20:00+00:00 | USD_JPY | SHORT | Raw:-1061.94 | Real:-26155.55 | SL
2026-01-23 20:00:00+00:00 | USD_JPY | SHORT | Raw:-1051.32 | Real:-25893.99 | SL
2026-01-26 04:20:00+00:00 | USD_JPY | SHORT | Raw:-1040.81 | Real:-25635.05 | SL
2026-01-26 15:45:00+00:00 | USD_JPY | SHORT | Raw:-1030.40 | Real:-25378.70 | SL
2026-01-26 23:05:00+00:00 | USD_JPY | LONG | Raw:-1020.09 | Real:-25124.92 | SL
2026-01-27 03:05:00+00:00 | USD_JPY | LONG | Raw:-1009.89 | Real:-24873.67 | SL
2026-01-27 10:00:00+00:00 | USD_JPY | SHORT | Raw:-999.79 | Real:-24624.93 | SL
2026-01-27 17:50:00+00:00 | USD_JPY | SHORT | Raw:-989.80 | Real:-24378.68 | SL
2026-01-27 20:55:00+00:00 | USD_JPY | SHORT | Raw:-979.90 | Real:-24134.89 | SL
2026-01-28 07:20:00+00:00 | USD_JPY | SHORT | Raw:-970.10 | Real:-23893.55 | SL
2026-01-28 10:55:00+00:00 | USD_JPY | SHORT | Raw:-960.40 | Real:-23654.61 | SL
2026-01-28 14:00:00+00:00 | USD_JPY | LONG | Raw:-950.79 | Real:-23418.06 | SL
2026-01-28 15:15:00+00:00 | USD_JPY | LONG | Raw:-941.29 | Real:-23183.88 | SL
2026-01-28 18:40:00+00:00 | USD_JPY | LONG | Raw:-931.87 | Real:-22952.04 | SL
2026-01-29 01:10:00+00:00 | USD_JPY | LONG | Raw:-922.55 | Real:-22722.52 | SL
2026-01-29 07:25:00+00:00 | USD_JPY | LONG | Raw:-913.33 | Real:-22495.30 | SL
2026-01-29 09:40:00+00:00 | USD_JPY | SHORT | Raw:-904.20 | Real:-22270.35 | SL
2026-01-29 15:45:00+00:00 | USD_JPY | SHORT | Raw:-895.15 | Real:-22047.64 | SL
2026-01-29 20:10:00+00:00 | USD_JPY | LONG | Raw:-886.20 | Real:-21827.17 | SL
2026-01-30 00:25:00+00:00 | USD_JPY | LONG | Raw:-877.34 | Real:-21608.89 | SL
2026-01-30 05:45:00+00:00 | USD_JPY | LONG | Raw:-868.57 | Real:-21392.81 | SL
2026-01-30 13:40:00+00:00 | USD_JPY | LONG | Raw:-859.88 | Real:-21178.88 | SL
2026-01-30 15:10:00+00:00 | USD_JPY | LONG | Raw:-851.28 | Real:-20967.09 | SL
2026-02-03 08:25:00+00:00 | USD_JPY | LONG | Raw:-842.77 | Real:-20757.42 | SL
2026-02-03 14:10:00+00:00 | USD_JPY | LONG | Raw:-834.34 | Real:-20549.84 | SL
2026-02-03 19:00:00+00:00 | USD_JPY | SHORT | Raw:-826.00 | Real:-20344.34 | SL
2026-02-04 03:25:00+00:00 | USD_JPY | LONG | Raw:-817.74 | Real:-20140.90 | SL
2026-02-04 06:40:00+00:00 | USD_JPY | LONG | Raw:-809.56 | Real:-19939.49 | SL
2026-02-05 05:55:00+00:00 | USD_JPY | LONG | Raw:-801.47 | Real:-19740.10 | SL
2026-02-05 07:20:00+00:00 | USD_JPY | LONG | Raw:-793.45 | Real:-19542.70 | SL
2026-02-06 06:35:00+00:00 | USD_JPY | SHORT | Raw:-785.52 | Real:-19347.27 | SL
2026-02-06 11:10:00+00:00 | USD_JPY | LONG | Raw:-777.66 | Real:-19153.80 | SL
2026-02-09 00:05:00+00:00 | USD_JPY | SHORT | Raw:-769.88 | Real:-18962.26 | SL
2026-02-09 06:10:00+00:00 | USD_JPY | SHORT | Raw:-762.19 | Real:-18772.64 | SL
2026-02-09 08:45:00+00:00 | USD_JPY | SHORT | Raw:-754.56 | Real:-18584.91 | SL
2026-02-09 11:15:00+00:00 | USD_JPY | SHORT | Raw:-747.02 | Real:-18399.06 | SL
2026-02-09 13:15:00+00:00 | USD_JPY | SHORT | Raw:-739.55 | Real:-18215.07 | SL
2026-02-09 19:40:00+00:00 | USD_JPY | SHORT | Raw:-732.15 | Real:-18032.92 | SL
2026-02-09 21:25:00+00:00 | USD_JPY | SHORT | Raw:-724.83 | Real:-17852.59 | SL
2026-02-10 01:00:00+00:00 | USD_JPY | SHORT | Raw:-717.58 | Real:-17674.06 | SL
2026-02-10 08:05:00+00:00 | USD_JPY | SHORT | Raw:-710.41 | Real:-17497.32 | SL
2026-02-10 10:45:00+00:00 | USD_JPY | SHORT | Raw:-703.30 | Real:-17322.35 | SL
2026-02-10 13:05:00+00:00 | USD_JPY | SHORT | Raw:-696.27 | Real:-17149.13 | SL
2026-02-10 14:15:00+00:00 | USD_JPY | SHORT | Raw:-689.31 | Real:-16977.64 | SL
2026-02-10 19:25:00+00:00 | USD_JPY | SHORT | Raw:-682.41 | Real:-16807.86 | SL
2026-02-11 00:05:00+00:00 | USD_JPY | SHORT | Raw:-675.59 | Real:-16639.78 | SL
2026-02-11 00:25:00+00:00 | USD_JPY | SHORT | Raw:-668.83 | Real:-16473.38 | SL
2026-02-11 02:40:00+00:00 | USD_JPY | SHORT | Raw:-662.15 | Real:-16308.65 | SL
2026-02-11 05:00:00+00:00 | USD_JPY | SHORT | Raw:-655.52 | Real:-16145.56 | SL
2026-02-11 06:10:00+00:00 | USD_JPY | SHORT | Raw:-648.97 | Real:-15984.11 | SL
2026-02-11 09:50:00+00:00 | USD_JPY | SHORT | Raw:-642.48 | Real:-15824.27 | SL
2026-02-11 15:00:00+00:00 | USD_JPY | SHORT | Raw:-636.05 | Real:-15666.02 | SL
2026-02-11 17:00:00+00:00 | USD_JPY | SHORT | Raw:-629.69 | Real:-15509.36 | SL
2026-02-11 22:10:00+00:00 | USD_JPY | SHORT | Raw:-623.40 | Real:-15354.27 | SL
2026-02-12 00:25:00+00:00 | USD_JPY | SHORT | Raw:-617.16 | Real:-15200.73 | SL
2026-02-12 11:35:00+00:00 | USD_JPY | LONG | Raw:-610.99 | Real:-15048.72 | SL
2026-02-12 12:20:00+00:00 | USD_JPY | LONG | Raw:-604.88 | Real:-14898.23 | SL
2026-02-12 12:50:00+00:00 | USD_JPY | LONG | Raw:-598.83 | Real:-14749.25 | SL
2026-02-12 15:45:00+00:00 | USD_JPY | SHORT | Raw:-592.84 | Real:-14601.76 | SL
2026-02-12 22:55:00+00:00 | USD_JPY | SHORT | Raw:-586.92 | Real:-14455.74 | SL
2026-02-12 23:40:00+00:00 | USD_JPY | SHORT | Raw:-581.05 | Real:-14311.18 | SL
2026-02-13 01:10:00+00:00 | USD_JPY | LONG | Raw:-575.24 | Real:-14168.07 | SL
2026-02-13 05:40:00+00:00 | USD_JPY | LONG | Raw:-569.48 | Real:-14026.39 | SL
2026-02-13 08:10:00+00:00 | USD_JPY | LONG | Raw:-563.79 | Real:-13886.13 | SL
2026-02-13 13:40:00+00:00 | USD_JPY | SHORT | Raw:-558.15 | Real:-13747.26 | SL
2026-02-13 16:30:00+00:00 | USD_JPY | SHORT | Raw:-552.57 | Real:-13609.79 | SL
2026-02-16 03:00:00+00:00 | USD_JPY | SHORT | Raw:-547.04 | Real:-13473.69 | SL
2026-02-16 04:45:00+00:00 | USD_JPY | LONG | Raw:-541.57 | Real:-13338.96 | SL
2026-02-16 07:10:00+00:00 | USD_JPY | LONG | Raw:1608.47 | Real:-11052.00 | TP
2026-02-16 07:30:00+00:00 | USD_JPY | LONG | Raw:1656.73 | Real:-11383.56 | TP
2026-02-16 09:40:00+00:00 | USD_JPY | LONG | Raw:-568.81 | Real:-14009.79 | SL
2026-02-16 21:05:00+00:00 | USD_JPY | LONG | Raw:-563.12 | Real:-13869.69 | SL
2026-02-16 23:15:00+00:00 | USD_JPY | LONG | Raw:-557.49 | Real:-13730.99 | SL
2026-02-17 00:05:00+00:00 | USD_JPY | SHORT | Raw:-551.92 | Real:-13593.68 | SL
2026-02-17 00:25:00+00:00 | USD_JPY | SHORT | Raw:-546.40 | Real:-13457.75 | SL
2026-02-17 02:05:00+00:00 | USD_JPY | SHORT | Raw:-540.93 | Real:-13323.17 | SL
2026-02-17 08:25:00+00:00 | USD_JPY | SHORT | Raw:-535.52 | Real:-13189.94 | SL
2026-02-17 13:50:00+00:00 | USD_JPY | LONG | Raw:-530.17 | Real:-13058.04 | SL
2026-02-17 20:00:00+00:00 | USD_JPY | SHORT | Raw:-524.87 | Real:-12927.46 | SL
2026-02-17 22:10:00+00:00 | USD_JPY | SHORT | Raw:-519.62 | Real:-12798.18 | SL
2026-02-17 23:55:00+00:00 | USD_JPY | SHORT | Raw:-514.42 | Real:-12670.20 | SL
2026-02-18 07:10:00+00:00 | USD_JPY | LONG | Raw:-509.28 | Real:-12543.50 | SL
2026-02-18 14:25:00+00:00 | USD_JPY | LONG | Raw:-504.18 | Real:-12418.06 | SL
2026-02-18 17:45:00+00:00 | USD_JPY | LONG | Raw:-499.14 | Real:-12293.88 | SL
2026-02-19 11:00:00+00:00 | USD_JPY | SHORT | Raw:-494.15 | Real:-12170.94 | SL
2026-02-19 13:40:00+00:00 | USD_JPY | LONG | Raw:-489.21 | Real:-12049.23 | SL
2026-02-19 14:20:00+00:00 | USD_JPY | LONG | Raw:1452.95 | Real:-9983.40 | TP
2026-02-19 22:00:00+00:00 | USD_JPY | LONG | Raw:-498.85 | Real:-12286.60 | SL
2026-02-19 22:25:00+00:00 | USD_JPY | SHORT | Raw:-493.86 | Real:-12163.74 | SL
2026-02-19 23:40:00+00:00 | USD_JPY | LONG | Raw:-488.92 | Real:-12042.10 | SL
2026-02-20 04:40:00+00:00 | USD_JPY | LONG | Raw:-484.03 | Real:-11921.68 | SL
2026-02-20 07:50:00+00:00 | USD_JPY | LONG | Raw:-479.19 | Real:-11802.46 | SL
2026-02-20 08:00:00+00:00 | USD_JPY | LONG | Raw:-474.40 | Real:-11684.44 | SL
2026-02-20 08:50:00+00:00 | USD_JPY | LONG | Raw:-469.65 | Real:-11567.59 | SL
2026-02-20 13:40:00+00:00 | USD_JPY | LONG | Raw:-464.96 | Real:-11451.92 | SL
2026-02-23 03:35:00+00:00 | USD_JPY | SHORT | Raw:-460.31 | Real:-11337.40 | SL
2026-02-23 06:05:00+00:00 | USD_JPY | SHORT | Raw:-455.71 | Real:-11224.02 | SL
2026-02-23 06:15:00+00:00 | USD_JPY | SHORT | Raw:-451.15 | Real:-11111.78 | SL
2026-02-23 11:35:00+00:00 | USD_JPY | LONG | Raw:-446.64 | Real:-11000.67 | SL
2026-02-23 15:15:00+00:00 | USD_JPY | SHORT | Raw:-442.17 | Real:-10890.66 | SL
2026-02-23 19:40:00+00:00 | USD_JPY | LONG | Raw:-437.75 | Real:-10781.75 | SL
2026-02-23 22:05:00+00:00 | USD_JPY | SHORT | Raw:1300.11 | Real:-8933.23 | TP
2026-02-24 07:15:00+00:00 | USD_JPY | LONG | Raw:-446.37 | Real:-10994.15 | SL
2026-02-24 13:25:00+00:00 | USD_JPY | LONG | Raw:-441.91 | Real:-10884.21 | SL
2026-02-24 14:50:00+00:00 | USD_JPY | LONG | Raw:-437.49 | Real:-10775.37 | SL
2026-02-25 03:20:00+00:00 | USD_JPY | LONG | Raw:-433.11 | Real:-10667.62 | SL
2026-02-25 06:05:00+00:00 | USD_JPY | SHORT | Raw:-428.78 | Real:-10560.94 | SL
2026-02-25 08:05:00+00:00 | USD_JPY | LONG | Raw:-424.50 | Real:-10455.33 | SL
2026-02-25 12:45:00+00:00 | USD_JPY | LONG | Raw:-420.25 | Real:-10350.78 | SL
2026-02-25 19:35:00+00:00 | USD_JPY | LONG | Raw:1248.14 | Real:-8576.14 | TP
2026-02-26 01:30:00+00:00 | USD_JPY | SHORT | Raw:-428.53 | Real:-10554.69 | SL
2026-02-26 05:05:00+00:00 | USD_JPY | SHORT | Raw:-424.24 | Real:-10449.14 | SL
2026-02-26 06:35:00+00:00 | USD_JPY | SHORT | Raw:-420.00 | Real:-10344.65 | SL
2026-02-26 14:50:00+00:00 | USD_JPY | SHORT | Raw:-415.80 | Real:-10241.20 | SL
2026-02-26 18:55:00+00:00 | USD_JPY | LONG | Raw:-411.64 | Real:-10138.79 | SL
2026-02-26 21:05:00+00:00 | USD_JPY | LONG | Raw:-407.53 | Real:-10037.40 | SL
2026-02-26 23:10:00+00:00 | USD_JPY | SHORT | Raw:-403.45 | Real:-9937.03 | SL
2026-02-27 14:55:00+00:00 | USD_JPY | LONG | Raw:-399.42 | Real:-9837.66 | SL
2026-02-27 15:55:00+00:00 | USD_JPY | LONG | Raw:-395.42 | Real:-9739.28 | SL
2026-03-02 00:40:00+00:00 | USD_JPY | LONG | Raw:-391.47 | Real:-9641.89 | SL
2026-03-02 12:10:00+00:00 | USD_JPY | LONG | Raw:-387.55 | Real:-9545.47 | SL
2026-03-02 20:15:00+00:00 | USD_JPY | LONG | Raw:-383.68 | Real:-9450.02 | SL
2026-03-03 15:25:00+00:00 | USD_JPY | LONG | Raw:-379.84 | Real:-9355.52 | SL
2026-03-03 22:10:00+00:00 | USD_JPY | SHORT | Raw:-376.04 | Real:-9261.96 | SL
2026-03-04 06:40:00+00:00 | USD_JPY | SHORT | Raw:-372.28 | Real:-9169.34 | SL
2026-03-04 08:15:00+00:00 | USD_JPY | SHORT | Raw:-368.56 | Real:-9077.65 | SL
2026-03-04 11:30:00+00:00 | USD_JPY | SHORT | Raw:-364.87 | Real:-8986.87 | SL
2026-03-04 13:10:00+00:00 | USD_JPY | SHORT | Raw:-361.23 | Real:-8897.00 | SL
2026-03-04 14:25:00+00:00 | USD_JPY | SHORT | Raw:-357.61 | Real:-8808.03 | SL
2026-03-04 19:35:00+00:00 | USD_JPY | SHORT | Raw:-354.04 | Real:-8719.95 | SL
2026-03-05 00:15:00+00:00 | USD_JPY | SHORT | Raw:-350.50 | Real:-8632.75 | SL
2026-03-05 01:25:00+00:00 | USD_JPY | SHORT | Raw:-346.99 | Real:-8546.42 | SL
2026-03-05 03:25:00+00:00 | USD_JPY | SHORT | Raw:-343.52 | Real:-8460.96 | SL
2026-03-05 12:50:00+00:00 | USD_JPY | LONG | Raw:-340.09 | Real:-8376.35 | SL
2026-03-06 05:55:00+00:00 | USD_JPY | LONG | Raw:-336.69 | Real:-8292.59 | SL
2026-03-06 08:20:00+00:00 | USD_JPY | LONG | Raw:-333.32 | Real:-8209.66 | SL
2026-03-06 13:55:00+00:00 | USD_JPY | LONG | Raw:-329.99 | Real:-8127.57 | SL
2026-03-09 00:50:00+00:00 | USD_JPY | LONG | Raw:-326.69 | Real:-8046.29 | SL
2026-03-09 03:35:00+00:00 | USD_JPY | LONG | Raw:-323.42 | Real:-7965.83 | SL
2026-03-09 08:20:00+00:00 | USD_JPY | LONG | Raw:-320.19 | Real:-7886.17 | SL
2026-03-09 14:15:00+00:00 | USD_JPY | LONG | Raw:-316.98 | Real:-7807.31 | SL
2026-03-09 19:05:00+00:00 | USD_JPY | SHORT | Raw:-313.81 | Real:-7729.23 | SL
2026-03-09 19:25:00+00:00 | USD_JPY | SHORT | Raw:932.03 | Real:-6404.06 | TP
2026-03-10 00:25:00+00:00 | USD_JPY | SHORT | Raw:-320.00 | Real:-7881.50 | SL
2026-03-10 05:10:00+00:00 | USD_JPY | SHORT | Raw:-316.80 | Real:-7802.68 | SL
2026-03-10 12:55:00+00:00 | USD_JPY | SHORT | Raw:-313.63 | Real:-7724.66 | SL
2026-03-10 16:40:00+00:00 | USD_JPY | SHORT | Raw:-310.49 | Real:-7647.41 | SL
2026-03-10 18:15:00+00:00 | USD_JPY | LONG | Raw:-307.39 | Real:-7570.94 | SL
2026-03-11 12:40:00+00:00 | USD_JPY | LONG | Raw:-304.31 | Real:-7495.23 | SL
2026-03-11 17:25:00+00:00 | USD_JPY | LONG | Raw:-301.27 | Real:-7420.28 | SL
2026-03-11 23:20:00+00:00 | USD_JPY | LONG | Raw:-298.26 | Real:-7346.07 | SL
2026-03-12 00:10:00+00:00 | USD_JPY | LONG | Raw:-295.27 | Real:-7272.61 | SL
2026-03-12 07:40:00+00:00 | USD_JPY | LONG | Raw:-292.32 | Real:-7199.89 | SL
2026-03-13 04:45:00+00:00 | USD_JPY | LONG | Raw:-289.40 | Real:-7127.89 | SL
2026-03-13 09:50:00+00:00 | USD_JPY | LONG | Raw:-286.50 | Real:-7056.61 | SL
2026-03-13 13:45:00+00:00 | USD_JPY | SHORT | Raw:-283.64 | Real:-6986.04 | SL
2026-03-13 14:45:00+00:00 | USD_JPY | LONG | Raw:-280.80 | Real:-6916.18 | SL
2026-03-13 18:25:00+00:00 | USD_JPY | LONG | Raw:-278.00 | Real:-6847.02 | SL
2026-03-16 00:10:00+00:00 | USD_JPY | SHORT | Raw:-275.22 | Real:-6778.55 | SL
2026-03-16 00:30:00+00:00 | USD_JPY | SHORT | Raw:-272.46 | Real:-6710.76 | SL
2026-03-16 04:25:00+00:00 | USD_JPY | LONG | Raw:-269.74 | Real:-6643.66 | SL
2026-03-16 05:20:00+00:00 | USD_JPY | SHORT | Raw:-267.04 | Real:-6577.22 | SL
2026-03-16 08:30:00+00:00 | USD_JPY | SHORT | Raw:-264.37 | Real:-6511.45 | SL
2026-03-16 11:45:00+00:00 | USD_JPY | SHORT | Raw:-261.73 | Real:-6446.33 | SL
2026-03-16 12:40:00+00:00 | USD_JPY | SHORT | Raw:-259.11 | Real:-6381.87 | SL
2026-03-16 14:00:00+00:00 | USD_JPY | SHORT | Raw:-256.52 | Real:-6318.05 | SL
2026-03-16 18:35:00+00:00 | USD_JPY | SHORT | Raw:-253.95 | Real:-6254.87 | SL
2026-03-16 23:55:00+00:00 | USD_JPY | SHORT | Raw:-251.41 | Real:-6192.32 | SL
2026-03-17 01:25:00+00:00 | USD_JPY | LONG | Raw:-248.90 | Real:-6130.40 | SL
2026-03-17 12:15:00+00:00 | USD_JPY | SHORT | Raw:-246.41 | Real:-6069.09 | SL
2026-03-17 13:40:00+00:00 | USD_JPY | SHORT | Raw:-243.95 | Real:-6008.40 | SL
2026-03-19 05:45:00+00:00 | USD_JPY | LONG | Raw:-241.51 | Real:-5948.32 | SL
2026-03-19 07:15:00+00:00 | USD_JPY | SHORT | Raw:-239.09 | Real:-5888.84 | SL
2026-03-19 12:55:00+00:00 | USD_JPY | SHORT | Raw:-236.70 | Real:-5829.95 | SL
2026-03-19 14:00:00+00:00 | USD_JPY | SHORT | Raw:-234.33 | Real:-5771.65 | SL
2026-03-19 15:50:00+00:00 | USD_JPY | SHORT | Raw:-231.99 | Real:-5713.93 | SL
2026-03-19 16:05:00+00:00 | USD_JPY | SHORT | Raw:-229.67 | Real:-5656.79 | SL
2026-03-19 19:05:00+00:00 | USD_JPY | SHORT | Raw:-227.37 | Real:-5600.22 | SL
2026-03-19 22:05:00+00:00 | USD_JPY | SHORT | Raw:-225.10 | Real:-5544.22 | SL
2026-03-20 00:25:00+00:00 | USD_JPY | SHORT | Raw:-222.85 | Real:-5488.78 | SL
2026-03-20 08:40:00+00:00 | USD_JPY | LONG | Raw:-220.62 | Real:-5433.89 | SL
2026-03-23 00:40:00+00:00 | USD_JPY | LONG | Raw:-218.41 | Real:-5379.55 | SL
2026-03-23 14:25:00+00:00 | USD_JPY | SHORT | Raw:-216.23 | Real:-5325.76 | SL
2026-03-23 21:45:00+00:00 | USD_JPY | SHORT | Raw:-214.07 | Real:-5272.50 | SL
2026-03-24 09:00:00+00:00 | USD_JPY | LONG | Raw:-211.93 | Real:-5219.78 | SL
2026-03-24 10:10:00+00:00 | USD_JPY | LONG | Raw:-209.81 | Real:-5167.58 | SL
2026-03-24 12:00:00+00:00 | USD_JPY | LONG | Raw:-207.71 | Real:-5115.90 | SL
2026-03-24 12:40:00+00:00 | USD_JPY | LONG | Raw:-205.63 | Real:-5064.74 | SL
2026-03-24 17:10:00+00:00 | USD_JPY | LONG | Raw:-203.58 | Real:-5014.10 | SL
2026-03-25 04:15:00+00:00 | USD_JPY | LONG | Raw:-201.54 | Real:-4963.95 | SL
2026-03-25 08:15:00+00:00 | USD_JPY | SHORT | Raw:-199.53 | Real:-4914.32 | SL
2026-03-25 12:25:00+00:00 | USD_JPY | LONG | Raw:-197.53 | Real:-4865.17 | SL
2026-03-25 21:55:00+00:00 | USD_JPY | LONG | Raw:-195.56 | Real:-4816.52 | SL
2026-03-26 21:25:00+00:00 | USD_JPY | LONG | Raw:-193.60 | Real:-4768.35 | SL
2026-03-27 00:10:00+00:00 | USD_JPY | SHORT | Raw:-191.66 | Real:-4720.67 | SL
2026-03-27 00:55:00+00:00 | USD_JPY | SHORT | Raw:-189.75 | Real:-4673.46 | SL
2026-03-30 00:25:00+00:00 | USD_JPY | SHORT | Raw:-187.85 | Real:-4626.73 | SL
2026-03-30 02:20:00+00:00 | USD_JPY | SHORT | Raw:-185.97 | Real:-4580.46 | SL
2026-03-31 03:25:00+00:00 | USD_JPY | LONG | Raw:-184.11 | Real:-4534.66 | SL
2026-03-31 12:25:00+00:00 | USD_JPY | SHORT | Raw:-182.27 | Real:-4489.31 | SL
2026-03-31 15:05:00+00:00 | USD_JPY | SHORT | Raw:-180.45 | Real:-4444.42 | SL
2026-03-31 16:50:00+00:00 | USD_JPY | SHORT | Raw:-178.64 | Real:-4399.97 | SL
2026-03-31 22:00:00+00:00 | USD_JPY | SHORT | Raw:-176.86 | Real:-4355.97 | SL
2026-04-01 17:40:00+00:00 | USD_JPY | LONG | Raw:-175.09 | Real:-4312.41 | SL
2026-04-01 23:20:00+00:00 | USD_JPY | LONG | Raw:-173.34 | Real:-4269.29 | SL
2026-04-02 01:25:00+00:00 | USD_JPY | LONG | Raw:-171.60 | Real:-4226.60 | SL
2026-04-03 01:00:00+00:00 | USD_JPY | LONG | Raw:-169.89 | Real:-4184.33 | SL
2026-04-03 05:05:00+00:00 | USD_JPY | LONG | Raw:-168.19 | Real:-4142.49 | SL
2026-04-03 06:35:00+00:00 | USD_JPY | LONG | Raw:-166.51 | Real:-4101.06 | SL
